seg1,seg2,label,contradiction type,issues?
Its a small garden on my patio. I like to sit out there and drink my coffee,"You're right. Plus, I need to dig up my awful patio garden.",self-contradiction,lexical,
"Thats awesome , one of my favorite animes is berserker the main character is based on a viking ",I'd much rather be a pirate than a viking.,self-contradiction,lexical,not necessarily a contradiction
One of my favorite stores to go to is Target. Mainly because they seem to have the best mix of quality and price.,I don't really like shopping at Target. I prefer going to walmart.,self-contradiction,negation,
i like reading books and novels by female authors mainly,I don't know how to read so I don't have any. I don't really like reading to be honest. ,self-contradiction,negation,
i'd be too ugly to do that with all my freckles,"That's interesting, I would look great on camera with all my freckles.",self-contradiction,lexical,
"Yeah. I sleep whenever I can, since I could be woken up at any time of the night, so I usually don't get up early.",my sleeping time is at 9.00pm,self-contradiction,lexical,
"That's called a play, right? I don't know a lot of technical terms of the game.","That's right, but I already know all the technical terms.",self-contradiction,negation,Missing Context
that is so cool. i loved the old school computers,"I dont like the old school stuff, jsut new tech for me thanks. ",self-contradiction,negation,Missing Context
"You should sell it yourself, take the profit and tell her you don't have it anymore.","No, I don't think anybody would want to buy glassware, you should give it away.",self-contradiction,lexical,
Yeah they are crazy awesome! I love to watch a whole bunch of them ride at once,I'm scared of motorcycles. I don't like watching people ride them in traffic.,self-contradiction,negation,Missing Context
Yes but I miss having a pet. Would you recommend a pomeranian or Yorkies?,"I see, but I don't miss having a pet.",self-contradiction,negation,
"oh , please think about your grades . i am the oldest child in my family .",i'm the only child in my family but id be happy to be your friend.,self-contradiction,lexical,not necessarily a contradiction
yes . my work is definitely weird . i just live a weird life . lol .,I find that my job is extremely boring.,self-contradiction,antonymy,
"It was a personal choice I felt I had to make. I disliked how so many companies treat animals like a commodity instead of living creatures. I still support eating meat, but using humane practices in any animal made product.","I know, that's why I'll never go began. Also I don't really have any connection with animals, they're here to be food for us",self-contradiction,negation,typos
nice. I can't play but I do dance. I have won some competitions in the past. ,"Me too, I've never won anything. I always finish last.",self-contradiction,negation,
I love Texas!!,"I really think Texas isn't worth visiting, there is a lot of racism there.",self-contradiction,lexical,
I ran into my favorite football player,I wish I could meet someone famous. I've never met anyone that I admire like that.,self-contradiction,negation,
"I actually juggle for the circus, it's a temp gig but its nice to do since I get to travel all the time which is what I'm looking for.",It's not my gig really sucks. ,self-contradiction,negation,
"That's good. I bet a lot of kids watch it, so hopefully it has positive messages for them.",TV shows only create a fake and virtual world in the childrens mind.,self-contradiction,lexical,Missing Context
nope . if i did i think i would name it drake .,no I actually have a pet hamster.,self-contradiction,lexical,Missing Context
I love heavy metal music. My favorite bands are Guns N Roses and Metallica.,bad idea . i don't want to go for metal conert. i hate heavy metal music,self-contradiction,antonymy,
"wow , that is harsh . i love dogs , in fact i've two of them","Same, since I live in an apartment, I can't have a dog.",self-contradiction,negation,
"Well,  at least that story had a happy ending. It could have went much worse.","Wow, that's a sad ending, then. Couldn't have turned out much worse.",self-contradiction,antonymy,
"It is modelled after the knitted wool waistcoat,worn by the British officers during the war","That's not surprising, since they're a pretty new fashion piece. They haven't been around a long time at all.",self-contradiction,lexical,Missing Context
"well since the pancake's shape and structure differs worldwide its hard to tell, But most choose syrup and strawberries. ",A lot of people choose chocolate syrup for their toppings.,self-contradiction,lexical,
"i am an awesome baker, and i love to run!",Alright but i kind of hate baking.,self-contradiction,lexical,
i'm running a business and trying to plan for my trip to barbados in a month,Not really. I have a complex surgery scheduled in a couple weeks and will be homebound for three months to recover. ,self-contradiction,lexical,
"Oh, I don't know about him, I only know about Hockey.",I think the Red Sox are a better club than the Yankees.,self-contradiction,lexical,Missing Context
"I'd say it's one hobby, sure. I like to view them as a form of expressive art really.",Playing video games using a motion capture system like kinect bores me a lot.I cannot count it as one of my hobbies.,self-contradiction,negation,
"if i had a job i could have money , lol smh",a yorkie! i have to go to bed for work tomorrow! goodnight! ,self-contradiction,lexical,
Madonna is awesome! Love her sense of style. Do you like Lady Gaga too?,yeah Lady Gaga is nice but i hate Madonna she is the worst.,self-contradiction,antonymy,
That would be very hard.  How long are you in the road a one time?,Being on the seems like easy work then.,self-contradiction,antonymy,Missing Context
braces are so pretty just hurt i am assuming,"You probably will, braces are ugly. Unfortunately they are a necessary evil if you want straight teeth.",self-contradiction,antonymy,
